age,income,home_ownership,emp_length,default_on_file,cred_hist_length,loan_grade,loan_intent,loan_amnt,loan_int_rate,loan_percent_income,loan_status,overdue_times
23,95000.0,RENT,2.0,N,2,A,VENTURE,35000.0,7.9,0.37,1,1
26,108160.0,RENT,4.0,N,4,E,EDUCATION,35000.0,18.39,0.32,1,1
26,108160.0,RENT,4.0,N,4,E,EDUCATION,35000.0,18.39,0.32,1,1
26,108160.0,RENT,4.0,N,4,E,EDUCATION,35000.0,18.39,0.32,1,1
26,108160.0,RENT,4.0,N,4,E,EDUCATION,35000.0,18.39,0.32,1,1
26,108160.0,RENT,4.0,N,4,E,EDUCATION,35000.0,18.39,0.32,1,1
26,108160.0,RENT,4.0,N,4,E,EDUCATION,35000.0,18.39,0.32,1,1
23,115000.0,RENT,2.0,N,4,A,EDUCATION,35000.0,7.9,0.3,0,0
23,115000.0,RENT,2.0,N,4,A,EDUCATION,35000.0,7.9,0.3,0,0
23,115000.0,RENT,2.0,N,4,A,EDUCATION,35000.0,7.9,0.3,0,0
23,115000.0,RENT,2.0,N,4,A,EDUCATION,35000.0,7.9,0.3,0,0
23,115000.0,RENT,2.0,N,4,A,EDUCATION,35000.0,7.9,0.3,0,0
23,115000.0,RENT,2.0,N,4,A,EDUCATION,35000.0,7.9,0.3,0,0
23,500000.0,MORTGAGE,7.0,N,3,B,DEBTCONSOLIDATION,30000.0,10.65,0.06,0,0
23,500000.0,MORTGAGE,7.0,N,3,B,DEBTCONSOLIDATION,30000.0,10.65,0.06,0,0
23,500000.0,MORTGAGE,7.0,N,3,B,DEBTCONSOLIDATION,30000.0,10.65,0.06,0,0
23,500000.0,MORTGAGE,7.0,N,3,B,DEBTCONSOLIDATION,30000.0,10.65,0.06,0,0
23,500000.0,MORTGAGE,7.0,N,3,B,DEBTCONSOLIDATION,30000.0,10.65,0.06,0,0
23,500000.0,MORTGAGE,7.0,N,3,B,DEBTCONSOLIDATION,30000.0,10.65,0.06,0,0
23,120000.0,RENT,0.0,N,4,A,EDUCATION,35000.0,7.9,0.29,0,0
23,120000.0,RENT,0.0,N,4,A,EDUCATION,35000.0,7.9,0.29,0,0
23,120000.0,RENT,0.0,N,4,A,EDUCATION,35000.0,7.9,0.29,0,0
23,120000.0,RENT,0.0,N,4,A,EDUCATION,35000.0,7.9,0.29,0,0
23,120000.0,RENT,0.0,N,4,A,EDUCATION,35000.0,7.9,0.29,0,0
23,120000.0,RENT,0.0,N,4,A,EDUCATION,35000.0,7.9,0.29,0,0
23,92111.0,RENT,7.0,N,4,F,MEDICAL,35000.0,20.25,0.32,1,1
23,92111.0,RENT,7.0,N,4,F,MEDICAL,35000.0,20.25,0.32,1,1
23,92111.0,RENT,7.0,N,4,F,MEDICAL,35000.0,20.25,0.32,1,1
23,92111.0,RENT,7.0,N,4,F,MEDICAL,35000.0,20.25,0.32,1,1
23,92111.0,RENT,7.0,N,4,F,MEDICAL,35000.0,20.25,0.32,1,1
23,92111.0,RENT,7.0,N,4,F,MEDICAL,35000.0,20.25,0.32,1,1
23,113000.0,RENT,8.0,N,4,D,DEBTCONSOLIDATION,35000.0,18.25,0.31,1,1
23,113000.0,RENT,8.0,N,4,D,DEBTCONSOLIDATION,35000.0,18.25,0.31,1,1
23,113000.0,RENT,8.0,N,4,D,DEBTCONSOLIDATION,35000.0,18.25,0.31,1,1
23,113000.0,RENT,8.0,N,4,D,DEBTCONSOLIDATION,35000.0,18.25,0.31,1,1
23,113000.0,RENT,8.0,N,4,D,DEBTCONSOLIDATION,35000.0,18.25,0.31,1,1
23,113000.0,RENT,8.0,N,4,D,DEBTCONSOLIDATION,35000.0,18.25,0.31,1,1
24,10800.0,MORTGAGE,8.0,N,2,B,EDUCATION,1750.0,10.99,0.16,1,1
24,10800.0,MORTGAGE,8.0,N,2,B,EDUCATION,1750.0,10.99,0.16,1,1
24,10800.0,MORTGAGE,8.0,N,2,B,EDUCATION,1750.0,10.99,0.16,1,1
24,10800.0,MORTGAGE,8.0,N,2,B,EDUCATION,1750.0,10.99,0.16,1,1
24,10800.0,MORTGAGE,8.0,N,2,B,EDUCATION,1750.0,10.99,0.16,1,1
24,10800.0,MORTGAGE,8.0,N,2,B,EDUCATION,1750.0,10.99,0.16,1,1
25,162500.0,RENT,2.0,N,4,A,VENTURE,35000.0,7.49,0.22,0,0
25,162500.0,RENT,2.0,N,4,A,VENTURE,35000.0,7.49,0.22,0,0
25,162500.0,RENT,2.0,N,4,A,VENTURE,35000.0,7.49,0.22,0,0
25,162500.0,RENT,2.0,N,4,A,VENTURE,35000.0,7.49,0.22,0,0
25,162500.0,RENT,2.0,N,4,A,VENTURE,35000.0,7.49,0.22,0,0
25,162500.0,RENT,2.0,N,4,A,VENTURE,35000.0,7.49,0.22,0,0
25,137000.0,RENT,9.0,Y,2,E,PERSONAL,34800.0,16.77,0.25,0,0
25,137000.0,RENT,9.0,Y,2,E,PERSONAL,34800.0,16.77,0.25,0,0
25,137000.0,RENT,9.0,Y,2,E,PERSONAL,34800.0,16.77,0.25,0,0
25,137000.0,RENT,9.0,Y,2,E,PERSONAL,34800.0,16.77,0.25,0,0
25,137000.0,RENT,9.0,Y,2,E,PERSONAL,34800.0,16.77,0.25,0,0
25,137000.0,RENT,9.0,Y,2,E,PERSONAL,34800.0,16.77,0.25,0,0
22,65000.0,RENT,4.0,N,4,D,EDUCATION,34000.0,17.58,0.52,1,1
22,65000.0,RENT,4.0,N,4,D,EDUCATION,34000.0,17.58,0.52,1,1
22,65000.0,RENT,4.0,N,4,D,EDUCATION,34000.0,17.58,0.52,1,1
22,65000.0,RENT,4.0,N,4,D,EDUCATION,34000.0,17.58,0.52,1,1
22,65000.0,RENT,4.0,N,4,D,EDUCATION,34000.0,17.58,0.52,1,1
22,65000.0,RENT,4.0,N,4,D,EDUCATION,34000.0,17.58,0.52,1,1
24,10980.0,OWN,0.0,N,3,A,PERSONAL,1500.0,7.29,0.14,0,0
24,10980.0,OWN,0.0,N,3,A,PERSONAL,1500.0,7.29,0.14,0,0
24,10980.0,OWN,0.0,N,3,A,PERSONAL,1500.0,7.29,0.14,0,0
24,10980.0,OWN,0.0,N,3,A,PERSONAL,1500.0,7.29,0.14,0,0
24,10980.0,OWN,0.0,N,3,A,PERSONAL,1500.0,7.29,0.14,0,0
24,10980.0,OWN,0.0,N,3,A,PERSONAL,1500.0,7.29,0.14,0,0
22,80000.0,RENT,3.0,Y,4,D,PERSONAL,33950.0,14.54,0.42,1,1
22,80000.0,RENT,3.0,Y,4,D,PERSONAL,33950.0,14.54,0.42,1,1
22,80000.0,RENT,3.0,Y,4,D,PERSONAL,33950.0,14.54,0.42,1,1
22,80000.0,RENT,3.0,Y,4,D,PERSONAL,33950.0,14.54,0.42,1,1
22,80000.0,RENT,3.0,Y,4,D,PERSONAL,33950.0,14.54,0.42,1,1
22,80000.0,RENT,3.0,Y,4,D,PERSONAL,33950.0,14.54,0.42,1,1
24,67746.0,RENT,8.0,N,3,C,HOMEIMPROVEMENT,33000.0,12.68,0.49,1,1
24,67746.0,RENT,8.0,N,3,C,HOMEIMPROVEMENT,33000.0,12.68,0.49,1,1
24,67746.0,RENT,8.0,N,3,C,HOMEIMPROVEMENT,33000.0,12.68,0.49,1,1
24,67746.0,RENT,8.0,N,3,C,HOMEIMPROVEMENT,33000.0,12.68,0.49,1,1
24,67746.0,RENT,8.0,N,3,C,HOMEIMPROVEMENT,33000.0,12.68,0.49,1,1
24,67746.0,RENT,8.0,N,3,C,HOMEIMPROVEMENT,33000.0,12.68,0.49,1,1
21,11000.0,MORTGAGE,3.0,Y,3,E,VENTURE,4575.0,17.74,0.42,1,1
21,11000.0,MORTGAGE,3.0,Y,3,E,VENTURE,4575.0,17.74,0.42,1,1
21,11000.0,MORTGAGE,3.0,Y,3,E,VENTURE,4575.0,17.74,0.42,1,1
21,11000.0,MORTGAGE,3.0,Y,3,E,VENTURE,4575.0,17.74,0.42,1,1
21,11000.0,MORTGAGE,3.0,Y,3,E,VENTURE,4575.0,17.74,0.42,1,1
21,11000.0,MORTGAGE,3.0,Y,3,E,VENTURE,4575.0,17.74,0.42,1,1
23,11000.0,OWN,0.0,N,3,A,PERSONAL,1400.0,9.32,0.13,0,0
23,11000.0,OWN,0.0,N,3,A,PERSONAL,1400.0,9.32,0.13,0,0
23,11000.0,OWN,0.0,N,3,A,PERSONAL,1400.0,9.32,0.13,0,0
23,11000.0,OWN,0.0,N,3,A,PERSONAL,1400.0,9.32,0.13,0,0
23,11000.0,OWN,0.0,N,3,A,PERSONAL,1400.0,9.32,0.13,0,0
23,11000.0,OWN,0.0,N,3,A,PERSONAL,1400.0,9.32,0.13,0,0
24,65000.0,RENT,6.0,N,3,B,HOMEIMPROVEMENT,32500.0,9.99,0.5,1,1
24,65000.0,RENT,6.0,N,3,B,HOMEIMPROVEMENT,32500.0,9.99,0.5,1,1
24,65000.0,RENT,6.0,N,3,B,HOMEIMPROVEMENT,32500.0,9.99,0.5,1,1
24,65000.0,RENT,6.0,N,3,B,HOMEIMPROVEMENT,32500.0,9.99,0.5,1,1
24,65000.0,RENT,6.0,N,3,B,HOMEIMPROVEMENT,32500.0,9.99,0.5,1,1
24,65000.0,RENT,6.0,N,3,B,HOMEIMPROVEMENT,32500.0,9.99,0.5,1,1
21,11389.0,OTHER,5.0,Y,2,C,EDUCATION,4000.0,12.84,0.35,1,1
21,11389.0,OTHER,5.0,Y,2,C,EDUCATION,4000.0,12.84,0.35,1,1
21,11389.0,OTHER,5.0,Y,2,C,EDUCATION,4000.0,12.84,0.35,1,1
21,11389.0,OTHER,5.0,Y,2,C,EDUCATION,4000.0,12.84,0.35,1,1
21,11389.0,OTHER,5.0,Y,2,C,EDUCATION,4000.0,12.84,0.35,1,1
21,11389.0,OTHER,5.0,Y,2,C,EDUCATION,4000.0,12.84,0.35,1,1
21,11520.0,OWN,5.0,N,3,B,MEDICAL,2000.0,11.12,0.17,1,1
21,11520.0,OWN,5.0,N,3,B,MEDICAL,2000.0,11.12,0.17,1,1
21,11520.0,OWN,5.0,N,3,B,MEDICAL,2000.0,11.12,0.17,1,1
21,11520.0,OWN,5.0,N,3,B,MEDICAL,2000.0,11.12,0.17,1,1
21,11520.0,OWN,5.0,N,3,B,MEDICAL,2000.0,11.12,0.17,1,1
21,11520.0,OWN,5.0,N,3,B,MEDICAL,2000.0,11.12,0.17,1,1
25,120000.0,RENT,2.0,N,2,A,VENTURE,32000.0,6.62,0.27,0,0
25,120000.0,RENT,2.0,N,2,A,VENTURE,32000.0,6.62,0.27,0,0
25,120000.0,RENT,2.0,N,2,A,VENTURE,32000.0,6.62,0.27,0,0
25,120000.0,RENT,2.0,N,2,A,VENTURE,32000.0,6.62,0.27,0,0
25,120000.0,RENT,2.0,N,2,A,VENTURE,32000.0,6.62,0.27,0,0
25,120000.0,RENT,2.0,N,2,A,VENTURE,32000.0,6.62,0.27,0,0
26,95000.0,RENT,7.0,Y,3,C,HOMEIMPROVEMENT,31050.0,14.17,0.33,1,1
26,95000.0,RENT,7.0,Y,3,C,HOMEIMPROVEMENT,31050.0,14.17,0.33,1,1
26,95000.0,RENT,7.0,Y,3,C,HOMEIMPROVEMENT,31050.0,14.17,0.33,1,1
26,95000.0,RENT,7.0,Y,3,C,HOMEIMPROVEMENT,31050.0,14.17,0.33,1,1
26,95000.0,RENT,7.0,Y,3,C,HOMEIMPROVEMENT,31050.0,14.17,0.33,1,1
26,95000.0,RENT,7.0,Y,3,C,HOMEIMPROVEMENT,31050.0,14.17,0.33,1,1
25,306000.0,RENT,2.0,N,3,C,DEBTCONSOLIDATION,24250.0,13.85,0.08,0,0
25,306000.0,RENT,2.0,N,3,C,DEBTCONSOLIDATION,24250.0,13.85,0.08,0,0
25,306000.0,RENT,2.0,N,3,C,DEBTCONSOLIDATION,24250.0,13.85,0.08,0,0
25,306000.0,RENT,2.0,N,3,C,DEBTCONSOLIDATION,24250.0,13.85,0.08,0,0
25,306000.0,RENT,2.0,N,3,C,DEBTCONSOLIDATION,24250.0,13.85,0.08,0,0
25,306000.0,RENT,2.0,N,3,C,DEBTCONSOLIDATION,24250.0,13.85,0.08,0,0
26,300000.0,MORTGAGE,10.0,N,4,C,MEDICAL,7800.0,13.49,0.03,0,0
26,300000.0,MORTGAGE,10.0,N,4,C,MEDICAL,7800.0,13.49,0.03,0,0
26,300000.0,MORTGAGE,10.0,N,4,C,MEDICAL,7800.0,13.49,0.03,0,0
26,300000.0,MORTGAGE,10.0,N,4,C,MEDICAL,7800.0,13.49,0.03,0,0
26,300000.0,MORTGAGE,10.0,N,4,C,MEDICAL,7800.0,13.49,0.03,0,0
26,300000.0,MORTGAGE,10.0,N,4,C,MEDICAL,7800.0,13.49,0.03,0,0
21,12000.0,OWN,5.0,N,4,A,EDUCATION,2500.0,7.51,0.21,1,1
21,12000.0,OWN,5.0,N,4,A,EDUCATION,2500.0,7.51,0.21,1,1
21,12000.0,OWN,5.0,N,4,A,EDUCATION,2500.0,7.51,0.21,1,1
21,12000.0,OWN,5.0,N,4,A,EDUCATION,2500.0,7.51,0.21,1,1
21,12000.0,OWN,5.0,N,4,A,EDUCATION,2500.0,7.51,0.21,1,1
21,12000.0,OWN,5.0,N,4,A,EDUCATION,2500.0,7.51,0.21,1,1
22,48000.0,RENT,1.0,N,2,E,EDUCATION,30000.0,18.39,0.63,1,1
22,48000.0,RENT,1.0,N,2,E,EDUCATION,30000.0,18.39,0.63,1,1
22,48000.0,RENT,1.0,N,2,E,EDUCATION,30000.0,18.39,0.63,1,1
22,48000.0,RENT,1.0,N,2,E,EDUCATION,30000.0,18.39,0.63,1,1
22,48000.0,RENT,1.0,N,2,E,EDUCATION,30000.0,18.39,0.63,1,1
22,48000.0,RENT,1.0,N,2,E,EDUCATION,30000.0,18.39,0.63,1,1
24,64000.0,RENT,8.0,Y,3,D,DEBTCONSOLIDATION,30000.0,14.54,0.47,1,1
24,64000.0,RENT,8.0,Y,3,D,DEBTCONSOLIDATION,30000.0,14.54,0.47,1,1
24,64000.0,RENT,8.0,Y,3,D,DEBTCONSOLIDATION,30000.0,14.54,0.47,1,1
24,64000.0,RENT,8.0,Y,3,D,DEBTCONSOLIDATION,30000.0,14.54,0.47,1,1
24,64000.0,RENT,8.0,Y,3,D,DEBTCONSOLIDATION,30000.0,14.54,0.47,1,1
24,64000.0,RENT,8.0,Y,3,D,DEBTCONSOLIDATION,30000.0,14.54,0.47,1,1
25,75000.0,RENT,4.0,Y,4,D,HOMEIMPROVEMENT,30000.0,16.89,0.4,1,1
25,75000.0,RENT,4.0,Y,4,D,HOMEIMPROVEMENT,30000.0,16.89,0.4,1,1
25,75000.0,RENT,4.0,Y,4,D,HOMEIMPROVEMENT,30000.0,16.89,0.4,1,1
25,75000.0,RENT,4.0,Y,4,D,HOMEIMPROVEMENT,30000.0,16.89,0.4,1,1
25,75000.0,RENT,4.0,Y,4,D,HOMEIMPROVEMENT,30000.0,16.89,0.4,1,1
25,75000.0,RENT,4.0,Y,4,D,HOMEIMPROVEMENT,30000.0,16.89,0.4,1,1
23,71500.0,RENT,3.0,N,4,D,DEBTCONSOLIDATION,30000.0,,0.42,1,1
23,71500.0,RENT,3.0,N,4,D,DEBTCONSOLIDATION,30000.0,,0.42,1,1
23,71500.0,RENT,3.0,N,4,D,DEBTCONSOLIDATION,30000.0,,0.42,1,1
23,71500.0,RENT,3.0,N,4,D,DEBTCONSOLIDATION,30000.0,,0.42,1,1
23,71500.0,RENT,3.0,N,4,D,DEBTCONSOLIDATION,30000.0,,0.42,1,1
23,71500.0,RENT,3.0,N,4,D,DEBTCONSOLIDATION,30000.0,,0.42,1,1
26,62050.0,RENT,6.0,N,2,E,MEDICAL,30000.0,17.99,0.41,1,1
26,62050.0,RENT,6.0,N,2,E,MEDICAL,30000.0,17.99,0.41,1,1
26,62050.0,RENT,6.0,N,2,E,MEDICAL,30000.0,17.99,0.41,1,1
26,62050.0,RENT,6.0,N,2,E,MEDICAL,30000.0,17.99,0.41,1,1
26,62050.0,RENT,6.0,N,2,E,MEDICAL,30000.0,17.99,0.41,1,1
26,62050.0,RENT,6.0,N,2,E,MEDICAL,30000.0,17.99,0.41,1,1
24,12000.0,OWN,4.0,N,3,B,VENTURE,2500.0,12.69,0.21,1,1
24,12000.0,OWN,4.0,N,3,B,VENTURE,2500.0,12.69,0.21,1,1
24,12000.0,OWN,4.0,N,3,B,VENTURE,2500.0,12.69,0.21,1,1
24,12000.0,OWN,4.0,N,3,B,VENTURE,2500.0,12.69,0.21,1,1
24,12000.0,OWN,4.0,N,3,B,VENTURE,2500.0,12.69,0.21,1,1
24,12000.0,OWN,4.0,N,3,B,VENTURE,2500.0,12.69,0.21,1,1
26,300000.0,MORTGAGE,10.0,N,4,A,VENTURE,20000.0,7.88,0.07,0,0
26,300000.0,MORTGAGE,10.0,N,4,A,VENTURE,20000.0,7.88,0.07,0,0
26,300000.0,MORTGAGE,10.0,N,4,A,VENTURE,20000.0,7.88,0.07,0,0
26,300000.0,MORTGAGE,10.0,N,4,A,VENTURE,20000.0,7.88,0.07,0,0
26,300000.0,MORTGAGE,10.0,N,4,A,VENTURE,20000.0,7.88,0.07,0,0
26,300000.0,MORTGAGE,10.0,N,4,A,VENTURE,20000.0,7.88,0.07,0,0
23,300000.0,OWN,1.0,Y,2,F,EDUCATION,24250.0,19.41,0.08,0,0
23,300000.0,OWN,1.0,Y,2,F,EDUCATION,24250.0,19.41,0.08,0,0
23,300000.0,OWN,1.0,Y,2,F,EDUCATION,24250.0,19.41,0.08,0,0
23,300000.0,OWN,1.0,Y,2,F,EDUCATION,24250.0,19.41,0.08,0,0
23,300000.0,OWN,1.0,Y,2,F,EDUCATION,24250.0,19.41,0.08,0,0
23,300000.0,OWN,1.0,Y,2,F,EDUCATION,24250.0,19.41,0.08,0,0
26,300000.0,OWN,9.0,N,4,B,HOMEIMPROVEMENT,10000.0,10.38,0.03,0,0
26,300000.0,OWN,9.0,N,4,B,HOMEIMPROVEMENT,10000.0,10.38,0.03,0,0
26,300000.0,OWN,9.0,N,4,B,HOMEIMPROVEMENT,10000.0,10.38,0.03,0,0
26,300000.0,OWN,9.0,N,4,B,HOMEIMPROVEMENT,10000.0,10.38,0.03,0,0
26,300000.0,OWN,9.0,N,4,B,HOMEIMPROVEMENT,10000.0,10.38,0.03,0,0
26,300000.0,OWN,9.0,N,4,B,HOMEIMPROVEMENT,10000.0,10.38,0.03,0,0
26,300000.0,MORTGAGE,0.0,N,3,D,EDUCATION,25000.0,15.33,0.08,0,0
26,300000.0,MORTGAGE,0.0,N,3,D,EDUCATION,25000.0,15.33,0.08,0,0
26,300000.0,MORTGAGE,0.0,N,3,D,EDUCATION,25000.0,15.33,0.08,0,0
26,300000.0,MORTGAGE,0.0,N,3,D,EDUCATION,25000.0,15.33,0.08,0,0
26,300000.0,MORTGAGE,0.0,N,3,D,EDUCATION,25000.0,15.33,0.08,0,0
26,300000.0,MORTGAGE,0.0,N,3,D,EDUCATION,25000.0,15.33,0.08,0,0
25,300000.0,MORTGAGE,9.0,N,3,E,HOMEIMPROVEMENT,18000.0,16.45,0.06,0,0
25,300000.0,MORTGAGE,9.0,N,3,E,HOMEIMPROVEMENT,18000.0,16.45,0.06,0,0
25,300000.0,MORTGAGE,9.0,N,3,E,HOMEIMPROVEMENT,18000.0,16.45,0.06,0,0
25,300000.0,MORTGAGE,9.0,N,3,E,HOMEIMPROVEMENT,18000.0,16.45,0.06,0,0
25,300000.0,MORTGAGE,9.0,N,3,E,HOMEIMPROVEMENT,18000.0,16.45,0.06,0,0
25,300000.0,MORTGAGE,9.0,N,3,E,HOMEIMPROVEMENT,18000.0,16.45,0.06,0,0
26,80690.0,RENT,8.0,N,3,A,PERSONAL,30000.0,7.49,0.37,1,1
26,80690.0,RENT,8.0,N,3,A,PERSONAL,30000.0,7.49,0.37,1,1
26,80690.0,RENT,8.0,N,3,A,PERSONAL,30000.0,7.49,0.37,1,1
26,80690.0,RENT,8.0,N,3,A,PERSONAL,30000.0,7.49,0.37,1,1
26,80690.0,RENT,8.0,N,3,A,PERSONAL,30000.0,7.49,0.37,1,1
26,80690.0,RENT,8.0,N,3,A,PERSONAL,30000.0,7.49,0.37,1,1
22,66300.0,RENT,4.0,N,3,B,MEDICAL,30000.0,12.69,0.38,1,1
22,66300.0,RENT,4.0,N,3,B,MEDICAL,30000.0,12.69,0.38,1,1
22,66300.0,RENT,4.0,N,3,B,MEDICAL,30000.0,12.69,0.38,1,1
22,66300.0,RENT,4.0,N,3,B,MEDICAL,30000.0,12.69,0.38,1,1
